method,year_month,q,q_label,estimate,lower_95,upper_95,accepted_event_species,diversity,method_label,method_class,result_type
Threshold_0.50,2023-05,2,q = 2: Inverse Simpson,6.615635858197547,6.615635858197547,6.615635858197547,7018,6.615635858197547,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-06,0,q = 0: Richness,114,114,114,6122,114,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-06,1,q = 1: Exponential Shannon,10.842253085156798,10.842253085156798,10.842253085156798,6122,10.842253085156798,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-06,2,q = 2: Inverse Simpson,5.019164458329248,5.019164458329248,5.019164458329248,6122,5.019164458329248,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-07,0,q = 0: Richness,86,86,86,1691,86,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-07,1,q = 1: Exponential Shannon,18.126802145087265,18.126802145087265,18.126802145087265,1691,18.126802145087265,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-07,2,q = 2: Inverse Simpson,7.985481100855942,7.985481100855942,7.985481100855942,1691,7.985481100855942,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-08,0,q = 0: Richness,30,30,30,193,30,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-08,1,q = 1: Exponential Shannon,15.983980533213781,15.983980533213781,15.983980533213781,193,15.983980533213781,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-08,2,q = 2: Inverse Simpson,10.489721205294284,10.489721205294284,10.489721205294284,193,10.489721205294284,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-10,0,q = 0: Richness,46,46,46,538,46,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-10,1,q = 1: Exponential Shannon,16.062322063917527,16.062322063917527,16.062322063917527,538,16.062322063917527,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-10,2,q = 2: Inverse Simpson,8.665469133584816,8.665469133584816,8.665469133584816,538,8.665469133584816,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-11,0,q = 0: Richness,52,52,52,396,52,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-11,1,q = 1: Exponential Shannon,23.268132224706534,23.268132224706534,23.268132224706534,396,23.268132224706534,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-11,2,q = 2: Inverse Simpson,13.595977111149645,13.595977111149645,13.595977111149645,396,13.595977111149645,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-12,0,q = 0: Richness,35,35,35,220,35,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-12,1,q = 1: Exponential Shannon,14.586495338558016,14.586495338558016,14.586495338558016,220,14.586495338558016,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2023-12,2,q = 2: Inverse Simpson,6.722222222222222,6.722222222222222,6.722222222222222,220,6.722222222222222,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-01,0,q = 0: Richness,36,36,36,311,36,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-01,1,q = 1: Exponential Shannon,14.12123480700291,14.12123480700291,14.12123480700291,311,14.12123480700291,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-01,2,q = 2: Inverse Simpson,8.153165303886032,8.153165303886032,8.153165303886032,311,8.153165303886032,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-02,0,q = 0: Richness,68,68,68,1409,68,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-02,1,q = 1: Exponential Shannon,11.93756740857305,11.93756740857305,11.93756740857305,1409,11.93756740857305,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-02,2,q = 2: Inverse Simpson,4.824978916489856,4.824978916489856,4.824978916489856,1409,4.824978916489856,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-03,0,q = 0: Richness,90,90,90,3944,90,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-03,1,q = 1: Exponential Shannon,13.260894868859994,13.260894868859994,13.260894868859994,3944,13.260894868859994,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-03,2,q = 2: Inverse Simpson,7.295886291170623,7.295886291170623,7.295886291170623,3944,7.295886291170623,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-04,0,q = 0: Richness,78,78,78,2758,78,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-04,1,q = 1: Exponential Shannon,9.958506357179084,9.958506357179084,9.958506357179084,2758,9.958506357179084,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.50,2024-04,2,q = 2: Inverse Simpson,5.302552090957889,5.302552090957889,5.302552090957889,2758,5.302552090957889,Threshold >= 0.50,Deterministic,Point estimate
Threshold_0.70,2021-12,0,q = 0: Richness,23,23,23,157,23,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2021-12,1,q = 1: Exponential Shannon,6.084866973513515,6.084866973513515,6.084866973513515,157,6.084866973513515,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2021-12,2,q = 2: Inverse Simpson,3.4344433607356835,3.4344433607356835,3.4344433607356835,157,3.4344433607356835,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-01,0,q = 0: Richness,34,34,34,546,34,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-01,1,q = 1: Exponential Shannon,6.0884176697307035,6.0884176697307035,6.0884176697307035,546,6.0884176697307035,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-01,2,q = 2: Inverse Simpson,3.0521530806560597,3.0521530806560597,3.0521530806560597,546,3.0521530806560597,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-02,0,q = 0: Richness,34,34,34,331,34,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-02,1,q = 1: Exponential Shannon,8.83598789961825,8.83598789961825,8.83598789961825,331,8.83598789961825,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-02,2,q = 2: Inverse Simpson,4.639859399483335,4.639859399483335,4.639859399483335,331,4.639859399483335,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-08,0,q = 0: Richness,19,19,19,121,19,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-08,1,q = 1: Exponential Shannon,10.131009549765386,10.131009549765386,10.131009549765386,121,10.131009549765386,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-08,2,q = 2: Inverse Simpson,6.883403855195111,6.883403855195111,6.883403855195111,121,6.883403855195111,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-09,0,q = 0: Richness,59,59,59,2343,59,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-09,1,q = 1: Exponential Shannon,7.582121543291857,7.582121543291857,7.582121543291857,2343,7.582121543291857,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-09,2,q = 2: Inverse Simpson,4.363218655740702,4.363218655740702,4.363218655740702,2343,4.363218655740702,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-10,0,q = 0: Richness,55,55,55,2163,55,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-10,1,q = 1: Exponential Shannon,6.805958382958366,6.805958382958366,6.805958382958366,2163,6.805958382958366,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-10,2,q = 2: Inverse Simpson,3.7969203076446134,3.7969203076446134,3.7969203076446134,2163,3.7969203076446134,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-11,0,q = 0: Richness,43,43,43,1725,43,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-11,1,q = 1: Exponential Shannon,6.315591652164249,6.315591652164249,6.315591652164249,1725,6.315591652164249,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-11,2,q = 2: Inverse Simpson,3.2028650741455533,3.2028650741455533,3.2028650741455533,1725,3.2028650741455533,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-12,0,q = 0: Richness,34,34,34,643,34,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-12,1,q = 1: Exponential Shannon,5.8432659266969695,5.8432659266969695,5.8432659266969695,643,5.8432659266969695,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2022-12,2,q = 2: Inverse Simpson,2.932657592157809,2.932657592157809,2.932657592157809,643,2.932657592157809,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-01,0,q = 0: Richness,32,32,32,723,32,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-01,1,q = 1: Exponential Shannon,5.5306469753783105,5.5306469753783105,5.5306469753783105,723,5.5306469753783105,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-01,2,q = 2: Inverse Simpson,2.914103657618785,2.914103657618785,2.914103657618785,723,2.914103657618785,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-02,0,q = 0: Richness,54,54,54,2032,54,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-02,1,q = 1: Exponential Shannon,5.6811713527020125,5.6811713527020125,5.6811713527020125,2032,5.6811713527020125,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-02,2,q = 2: Inverse Simpson,3.0225832285305607,3.0225832285305607,3.0225832285305607,2032,3.0225832285305607,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-03,0,q = 0: Richness,54,54,54,3617,54,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-03,1,q = 1: Exponential Shannon,7.161290492210078,7.161290492210078,7.161290492210078,3617,7.161290492210078,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-03,2,q = 2: Inverse Simpson,4.231920104314152,4.231920104314152,4.231920104314152,3617,4.231920104314152,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-04,0,q = 0: Richness,77,77,77,2883,77,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-04,1,q = 1: Exponential Shannon,11.430538267602014,11.430538267602014,11.430538267602014,2883,11.430538267602014,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-04,2,q = 2: Inverse Simpson,6.1915665800818065,6.1915665800818065,6.1915665800818065,2883,6.1915665800818065,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-05,0,q = 0: Richness,65,65,65,4002,65,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-05,1,q = 1: Exponential Shannon,7.113619396358867,7.113619396358867,7.113619396358867,4002,7.113619396358867,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-05,2,q = 2: Inverse Simpson,3.909134132863665,3.909134132863665,3.909134132863665,4002,3.909134132863665,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-06,0,q = 0: Richness,64,64,64,2495,64,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-06,1,q = 1: Exponential Shannon,8.458548565783003,8.458548565783003,8.458548565783003,2495,8.458548565783003,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-06,2,q = 2: Inverse Simpson,4.395226344421968,4.395226344421968,4.395226344421968,2495,4.395226344421968,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-07,0,q = 0: Richness,50,50,50,668,50,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-07,1,q = 1: Exponential Shannon,13.88586905786359,13.88586905786359,13.88586905786359,668,13.88586905786359,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-07,2,q = 2: Inverse Simpson,7.942189947315962,7.942189947315962,7.942189947315962,668,7.942189947315962,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-08,0,q = 0: Richness,16,16,16,71,16,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-08,1,q = 1: Exponential Shannon,9.878412464124466,9.878412464124466,9.878412464124466,71,9.878412464124466,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-08,2,q = 2: Inverse Simpson,6.9339752407152675,6.9339752407152675,6.9339752407152675,71,6.9339752407152675,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-10,0,q = 0: Richness,28,28,28,252,28,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-10,1,q = 1: Exponential Shannon,9.64822781947186,9.64822781947186,9.64822781947186,252,9.64822781947186,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-10,2,q = 2: Inverse Simpson,5.644799999999999,5.644799999999999,5.644799999999999,252,5.644799999999999,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-11,0,q = 0: Richness,27,27,27,165,27,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-11,1,q = 1: Exponential Shannon,13.089687702844698,13.089687702844698,13.089687702844698,165,13.089687702844698,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-11,2,q = 2: Inverse Simpson,8.292720073103869,8.292720073103869,8.292720073103869,165,8.292720073103869,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-12,0,q = 0: Richness,20,20,20,94,20,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-12,1,q = 1: Exponential Shannon,8.316652428585948,8.316652428585948,8.316652428585948,94,8.316652428585948,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2023-12,2,q = 2: Inverse Simpson,4.215648854961833,4.215648854961833,4.215648854961833,94,4.215648854961833,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-01,0,q = 0: Richness,18,18,18,141,18,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-01,1,q = 1: Exponential Shannon,10.213979556516016,10.213979556516016,10.213979556516016,141,10.213979556516016,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-01,2,q = 2: Inverse Simpson,7.087700534759359,7.087700534759359,7.087700534759359,141,7.087700534759359,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-02,0,q = 0: Richness,34,34,34,632,34,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-02,1,q = 1: Exponential Shannon,7.010197351276345,7.010197351276345,7.010197351276345,632,7.010197351276345,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-02,2,q = 2: Inverse Simpson,3.3018434322559305,3.3018434322559305,3.3018434322559305,632,3.3018434322559305,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-03,0,q = 0: Richness,54,54,54,1907,54,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-03,1,q = 1: Exponential Shannon,9.76994540566589,9.76994540566589,9.76994540566589,1907,9.76994540566589,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-03,2,q = 2: Inverse Simpson,6.305668019704297,6.305668019704297,6.305668019704297,1907,6.305668019704297,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-04,0,q = 0: Richness,44,44,44,1431,44,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-04,1,q = 1: Exponential Shannon,6.531915452759524,6.531915452759524,6.531915452759524,1431,6.531915452759524,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.70,2024-04,2,q = 2: Inverse Simpson,3.8755240043680437,3.8755240043680437,3.8755240043680437,1431,3.8755240043680437,Threshold >= 0.70,Deterministic,Point estimate
Threshold_0.90,2021-12,0,q = 0: Richness,7,7,7,63,7,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2021-12,1,q = 1: Exponential Shannon,2.793765807323269,2.793765807323269,2.793765807323269,63,2.793765807323269,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2021-12,2,q = 2: Inverse Simpson,2.141932002158662,2.141932002158662,2.141932002158662,63,2.141932002158662,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-01,0,q = 0: Richness,11,11,11,202,11,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-01,1,q = 1: Exponential Shannon,2.8011618915351324,2.8011618915351324,2.8011618915351324,202,2.8011618915351324,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-01,2,q = 2: Inverse Simpson,1.899981374557646,1.899981374557646,1.899981374557646,202,1.899981374557646,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-02,0,q = 0: Richness,11,11,11,103,11,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-02,1,q = 1: Exponential Shannon,3.9740612617114377,3.9740612617114377,3.9740612617114377,103,3.9740612617114377,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-02,2,q = 2: Inverse Simpson,2.639711370987808,2.639711370987808,2.639711370987808,103,2.639711370987808,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-08,0,q = 0: Richness,12,12,12,53,12,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-08,1,q = 1: Exponential Shannon,6.84171514223179,6.84171514223179,6.84171514223179,53,6.84171514223179,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-08,2,q = 2: Inverse Simpson,4.902268760907504,4.902268760907504,4.902268760907504,53,4.902268760907504,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-09,0,q = 0: Richness,20,20,20,965,20,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-09,1,q = 1: Exponential Shannon,4.71118386059762,4.71118386059762,4.71118386059762,965,4.71118386059762,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-09,2,q = 2: Inverse Simpson,3.1683048731112993,3.1683048731112993,3.1683048731112993,965,3.1683048731112993,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-10,0,q = 0: Richness,24,24,24,898,24,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-10,1,q = 1: Exponential Shannon,4.436607093100344,4.436607093100344,4.436607093100344,898,4.436607093100344,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-10,2,q = 2: Inverse Simpson,2.863203192682962,2.863203192682962,2.863203192682962,898,2.863203192682962,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-11,0,q = 0: Richness,20,20,20,709,20,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-11,1,q = 1: Exponential Shannon,3.799324994822535,3.799324994822535,3.799324994822535,709,3.799324994822535,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-11,2,q = 2: Inverse Simpson,2.2271988161328484,2.2271988161328484,2.2271988161328484,709,2.2271988161328484,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-12,0,q = 0: Richness,16,16,16,273,16,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-12,1,q = 1: Exponential Shannon,3.4802901467695286,3.4802901467695286,3.4802901467695286,273,3.4802901467695286,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2022-12,2,q = 2: Inverse Simpson,2.1174816035457567,2.1174816035457567,2.1174816035457567,273,2.1174816035457567,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-01,0,q = 0: Richness,14,14,14,324,14,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-01,1,q = 1: Exponential Shannon,3.633381896124799,3.633381896124799,3.633381896124799,324,3.633381896124799,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-01,2,q = 2: Inverse Simpson,2.201493163325224,2.201493163325224,2.201493163325224,324,2.201493163325224,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-02,0,q = 0: Richness,16,16,16,849,16,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-02,1,q = 1: Exponential Shannon,3.596049798184374,3.596049798184374,3.596049798184374,849,3.596049798184374,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-02,2,q = 2: Inverse Simpson,2.388822790557402,2.388822790557402,2.388822790557402,849,2.388822790557402,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-03,0,q = 0: Richness,24,24,24,1761,24,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-03,1,q = 1: Exponential Shannon,4.491420757075569,4.491420757075569,4.491420757075569,1761,4.491420757075569,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-03,2,q = 2: Inverse Simpson,3.260634500393763,3.260634500393763,3.260634500393763,1761,3.260634500393763,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-04,0,q = 0: Richness,28,28,28,1000,28,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-04,1,q = 1: Exponential Shannon,6.035140257094037,6.035140257094037,6.035140257094037,1000,6.035140257094037,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-04,2,q = 2: Inverse Simpson,3.624974625177624,3.624974625177624,3.624974625177624,1000,3.624974625177624,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-05,0,q = 0: Richness,31,31,31,2057,31,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-05,1,q = 1: Exponential Shannon,3.355352548288736,3.355352548288736,3.355352548288736,2057,3.355352548288736,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-05,2,q = 2: Inverse Simpson,2.274800234186875,2.274800234186875,2.274800234186875,2057,2.274800234186875,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-06,0,q = 0: Richness,25,25,25,659,25,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-06,1,q = 1: Exponential Shannon,5.774015910730092,5.774015910730092,5.774015910730092,659,5.774015910730092,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-06,2,q = 2: Inverse Simpson,2.900136899395639,2.900136899395639,2.900136899395639,659,2.900136899395639,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-07,0,q = 0: Richness,26,26,26,176,26,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-07,1,q = 1: Exponential Shannon,10.43607514085097,10.43607514085097,10.43607514085097,176,10.43607514085097,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-07,2,q = 2: Inverse Simpson,6.235104669887279,6.235104669887279,6.235104669887279,176,6.235104669887279,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-08,0,q = 0: Richness,6,6,6,19,6,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-08,1,q = 1: Exponential Shannon,3.926458138731904,3.926458138731904,3.926458138731904,19,3.926458138731904,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-08,2,q = 2: Inverse Simpson,2.934959349593496,2.934959349593496,2.934959349593496,19,2.934959349593496,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-10,0,q = 0: Richness,13,13,13,97,13,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-10,1,q = 1: Exponential Shannon,5.528143159484982,5.528143159484982,5.528143159484982,97,5.528143159484982,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-10,2,q = 2: Inverse Simpson,3.697053045186641,3.697053045186641,3.697053045186641,97,3.697053045186641,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-11,0,q = 0: Richness,7,7,7,45,7,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-11,1,q = 1: Exponential Shannon,5.022172876451575,5.022172876451575,5.022172876451575,45,5.022172876451575,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-11,2,q = 2: Inverse Simpson,3.9320388349514563,3.9320388349514563,3.9320388349514563,45,3.9320388349514563,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-12,0,q = 0: Richness,6,6,6,35,6,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-12,1,q = 1: Exponential Shannon,3.983772393532214,3.983772393532214,3.983772393532214,35,3.983772393532214,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2023-12,2,q = 2: Inverse Simpson,2.8959810874704495,2.8959810874704495,2.8959810874704495,35,2.8959810874704495,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-01,0,q = 0: Richness,8,8,8,33,8,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-01,1,q = 1: Exponential Shannon,5.566110965122333,5.566110965122333,5.566110965122333,33,5.566110965122333,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-01,2,q = 2: Inverse Simpson,4.338645418326694,4.338645418326694,4.338645418326694,33,4.338645418326694,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-02,0,q = 0: Richness,14,14,14,245,14,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-02,1,q = 1: Exponential Shannon,4.113625573691372,4.113625573691372,4.113625573691372,245,4.113625573691372,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-02,2,q = 2: Inverse Simpson,2.466409171220775,2.466409171220775,2.466409171220775,245,2.466409171220775,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-03,0,q = 0: Richness,23,23,23,740,23,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-03,1,q = 1: Exponential Shannon,6.263093132662942,6.263093132662942,6.263093132662942,740,6.263093132662942,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-03,2,q = 2: Inverse Simpson,4.05425415346344,4.05425415346344,4.05425415346344,740,4.05425415346344,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-04,0,q = 0: Richness,16,16,16,629,16,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-04,1,q = 1: Exponential Shannon,3.735614151207044,3.735614151207044,3.735614151207044,629,3.735614151207044,Threshold >= 0.90,Deterministic,Point estimate
Threshold_0.90,2024-04,2,q = 2: Inverse Simpson,2.5732915336034705,2.5732915336034705,2.5732915336034705,629,2.5732915336034705,Threshold >= 0.90,Deterministic,Point estimate
